origin,job_original,populations_original,origin_DA_id,original_acc,job_increase_40,populations_increase_40,job_increase_240,populations_increase_240,job_increase_80,populations_increase_80,job_increase_120,populations_increase_120,job_increase_160,populations_increase_160,job_increase_200,populations_increase_200,job_increase_280,populations_increase_280,job_increase_320,populations_increase_320,job_increase_360,populations_increase_360,job_increase_400,populations_increase_400,job_increase_440,populations_increase_440,job_increase_480,populations_increase_480
30030178,480125.0,472698.0,35204602,480125.0,97545.0,64381.0,146400.0,145756.0,104760.0,78306.0,114915.0,93942.0,138580.0,124777.0,131600.0,126121.0,143360.0,142205.0,146780.0,150589.0,154020.0,157167.0,155340.0,161153.0,153025.0,165417.0,158985.0,170322.0
13465958,88720.0,213198.0,35201295,88720.0,0.0,0.0,9095.0,24321.0,3765.0,9841.0,4055.0,11172.0,6765.0,22616.0,7280.0,24250.0,17875.0,41125.0,19775.0,55583.0,18365.0,76331.0,18955.0,83012.0,24135.0,73248.0,26720.0,90120.0
20052327,135.0,2132.0,35200135,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13457769,2750.0,16438.0,35204182,2750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13449587,1465.0,16884.0,35202004,1465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13449588,1565.0,16982.0,35202021,1565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30054780,345.0,6952.0,35204060,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20052356,260.0,4056.0,35203694,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13449610,410.0,4562.0,35203419,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13449611,1480.0,17430.0,35202028,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13466000,387520.0,226723.0,35204615,387520.0,84130.0,26331.0,159045.0,139429.0,96640.0,41118.0,130015.0,103203.0,153025.0,125695.0,141865.0,118558.0,164670.0,170997.0,167505.0,176599.0,191395.0,232680.0,191820.0,233206.0,165860.0,153218.0,194555.0,238509.0
13449620,1470.0,15814.0,35202023,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
